step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
2646,1545264,21168,0.0013215650476951996,1.0,1.0,,,,,,,,,
2647,1545848,21176,0.0013473386760815627,1.0,1.0,,,,,,,,,
2648,1546432,21184,0.0012642445841502348,1.0,1.0,,,,,,,,,
2649,1547016,21192,0.001346336711951023,1.0,1.0,0.0013321488566993046,1.0,1.0,,,,,,
2650,1547600,21200,0.0013213972625604191,1.0,1.0,,,,,,,,,
2651,1548184,21208,0.001373113561067937,1.0,1.0,,,,,,,,,
2652,1548768,21216,0.0014008968468749417,1.0,1.0,,,,,,,,,
2653,1549352,21224,0.0012975795459714086,1.0,1.0,,,,,,,,,
2654,1549936,21232,0.001296904799567807,1.0,1.0,,,,,,,,,
2655,1550520,21240,0.0013467137493919942,1.0,1.0,,,,,,,,,
2656,1551104,21248,0.0013263271765518612,1.0,1.0,,,,,,,,,
2657,1551688,21256,0.001277775743627918,1.0,1.0,0.0013518612090318012,1.0,1.0,,,,,,
2658,1552272,21264,0.001297355184623436,1.0,1.0,,,,,,,,,
2659,1552856,21272,0.0012359751294834175,1.0,1.0,,,,,,,,,
2660,1553440,21280,0.0013171439256065385,1.0,1.0,,,,,,,,,
2661,1554024,21288,0.0012927057609474347,1.0,1.0,,,,,,,,,
2662,1554608,21296,0.001274924900506771,1.0,1.0,,,,,,,,,
2663,1555192,21304,0.0013212191466049656,1.0,1.0,,,,,,,,,
2664,1555776,21312,0.0012687256137991652,1.0,1.0,,,,,,,,,
2665,1556360,21320,0.001305973189700594,1.0,1.0,0.0013259349040341218,1.0,1.0,,,,,,
2666,1556944,21328,0.0012868630487055115,1.0,1.0,,,,,,,,,
2667,1557528,21336,0.0012758274938636672,1.0,1.0,,,,,,,,,
2668,1558112,21344,0.0012788236662749177,1.0,1.0,,,,,,,,,
2669,1558696,21352,0.001301989414547145,1.0,1.0,,,,,,,,,
2670,1559280,21360,0.0013125888067037758,1.0,1.0,,,,,,,,,
2671,1559864,21368,0.0012670388420489868,1.0,1.0,,,,,,,,,
2672,1560448,21376,0.0013018603165323548,1.0,1.0,,,,,,,,,
2673,1561032,21384,0.0012936270730732288,1.0,1.0,0.001321102595529776,1.0,1.0,,,,,,
2674,1561616,21392,0.0012967240071199402,1.0,1.0,,,,1.0,1.0,1.0,0.9999999999999999,1.0,1.0
2675,1562200,21400,0.0012262733647177054,1.0,1.0,,,,,,,,,
2676,1562784,21408,0.0012341922849289418,1.0,1.0,,,,,,,,,
2677,1563368,21416,0.0013514630041232074,1.0,1.0,,,,,,,,,
2678,1563952,21424,0.001313569658011699,1.0,1.0,,,,,,,,,
2679,1564536,21432,0.0012724303753874093,1.0,1.0,,,,,,,,,
2680,1565120,21440,0.0012952524167859575,1.0,1.0,,,,,,,,,
2681,1565704,21448,0.0012619421356536615,1.0,1.0,0.001291820212960909,1.0,1.0,,,,,,
2682,1566288,21456,0.0013637959425340151,1.0,1.0,,,,,,,,,
2683,1566872,21464,0.0013693616070602837,1.0,1.0,,,,,,,,,
2684,1567456,21472,0.0012596919552323082,1.0,1.0,,,,,,,,,
2685,1568040,21480,0.0013147483394705382,1.0,1.0,,,,,,,,,
2686,1568624,21488,0.0012604183018167499,1.0,1.0,,,,,,,,,
2687,1569208,21496,0.0012623990748793798,1.0,1.0,,,,,,,,,
2688,1569792,21504,0.0012388174757811652,1.0,1.0,,,,,,,,,
2689,1570376,21512,0.0012703877834549491,1.0,1.0,0.0013295577286810928,1.0,1.0,,,,,,
2690,1570960,21520,0.0012893568240047672,1.0,1.0,,,,,,,,,
2691,1571544,21528,0.0012333422058266408,1.0,1.0,,,,,,,,,
2692,1572128,21536,0.0012947325686506824,1.0,1.0,,,,,,,,,
2693,1572712,21544,0.0013012349988563434,1.0,1.0,,,,,,,,,
2694,1573296,21552,0.0013447141501761674,1.0,1.0,,,,,,,,,
2695,1573880,21560,0.0012806814793120164,1.0,1.0,,,,,,,,,
2696,1574464,21568,0.0013009260431150586,1.0,1.0,,,,,,,,,
2697,1575048,21576,0.0013564145043012494,1.0,1.0,0.0012675327375114814,1.0,1.0,,,,,,
2698,1575632,21584,0.0012486066708087263,1.0,1.0,,,,,,,,,
2699,1576216,21592,0.0012075258342068734,1.0,1.0,,,,,,,,,
2700,1576800,21600,0.0012467516490728527,1.0,1.0,,,,,,,,,
2701,1577384,21608,0.0013071028862110823,1.0,1.0,,,,,,,,,
2702,1577968,21616,0.0013176713238482573,1.0,1.0,,,,,,,,,
2703,1578552,21624,0.0013064021289582368,1.0,1.0,,,,,,,,,
2704,1579136,21632,0.001286710145274732,1.0,1.0,,,,,,,,,
2705,1579720,21640,0.001273738171264335,1.0,1.0,0.001331290228174363,1.0,1.0,,,,,,
2706,1580304,21648,0.0012333807147736572,1.0,1.0,,,,,,,,,
2707,1580888,21656,0.0013349258136641305,1.0,1.0,,,,,,,,,
2708,1581472,21664,0.0013134544180396104,1.0,1.0,,,,,,,,,
2709,1582056,21672,0.0012962363332434624,1.0,1.0,,,,,,,,,
2710,1582640,21680,0.0013277609289820838,1.0,1.0,,,,,,,,,
2711,1583224,21688,0.001335027427997063,1.0,1.0,,,,,,,,,
2712,1583808,21696,0.0012864691022146679,1.0,1.0,,,,,,,,,
2713,1584392,21704,0.0012659733759353277,1.0,1.0,0.001262763907606518,1.0,1.0,,,,,,
2714,1584976,21712,0.0012754383196195646,1.0,1.0,,,,,,,,,
2715,1585560,21720,0.0013120649753959493,1.0,1.0,,,,,,,,,
2716,1586144,21728,0.00135556300862683,1.0,1.0,,,,,,,,,
2717,1586728,21736,0.0013137727487093284,1.0,1.0,,,,,,,,,
2718,1587312,21744,0.0013276257966258005,1.0,1.0,,,,,,,,,
2719,1587896,21752,0.0012802331214842111,1.0,1.0,,,,,,,,,
2720,1588480,21760,0.0013459973680995385,1.0,1.0,,,,,,,,,
2721,1589064,21768,0.0012894416610827555,1.0,1.0,0.0012733176668743194,1.0,1.0,,,,,,
2722,1589648,21776,0.0013471792513660209,1.0,1.0,,,,,,,,,
2723,1590232,21784,0.0012053484668963425,1.0,1.0,,,,,,,,,
2724,1590816,21792,0.0013094195019254704,1.0,1.0,,,,,,,,,
2725,1591400,21800,0.0013218406729613966,1.0,1.0,,,,,,,,,
2726,1591984,21808,0.0013285671566283588,1.0,1.0,,,,,,,,,
2727,1592568,21816,0.0013211387576404757,1.0,1.0,,,,,,,,,
2728,1593152,21824,0.0013175458147684951,1.0,1.0,,,,,,,,,
2729,1593736,21832,0.001273198740367117,1.0,1.0,0.00128932672481589,1.0,1.0,,,,,,
2730,1594320,21840,0.0012525745894799022,1.0,1.0,,,,,,,,,
2731,1594904,21848,0.0012969608033125612,1.0,1.0,,,,,,,,,
2732,1595488,21856,0.001281435611530526,1.0,1.0,,,,,,,,,
2733,1596072,21864,0.0012969507270645568,1.0,1.0,,,,,,,,,
2734,1596656,21872,0.0012512564409973056,1.0,1.0,,,,,,,,,
2735,1597240,21880,0.0012860279302900704,1.0,1.0,,,,,,,,,
2736,1597824,21888,0.0012883352534178193,1.0,1.0,,,,,,,,,
2737,1598408,21896,0.0012790929488742356,1.0,1.0,0.0013846310154931893,1.0,1.0,,,,,,
2738,1598992,21904,0.0012330431959365292,1.0,1.0,,,,,,,,,
2739,1599576,21912,0.0012583595282249494,1.0,1.0,,,,,,,,,
2740,1600160,21920,0.0013467551664889986,1.0,1.0,,,,,,,,,
2741,1600744,21928,0.001287008574801415,1.0,1.0,,,,,,,,,
2742,1601328,21936,0.001305740427935414,1.0,1.0,,,,,,,,,
2743,1601912,21944,0.001293437443419831,1.0,1.0,,,,,,,,,
2744,1602496,21952,0.0013026909339124973,1.0,1.0,,,,,,,,,
2745,1603080,21960,0.0012922002113927118,1.0,1.0,0.0013349866208670913,1.0,1.0,,,,,,
2746,1603664,21968,0.0013505193480820234,1.0,1.0,,,,,,,,,
2747,1604248,21976,0.001252208783920725,1.0,1.0,,,,,,,,,
2748,1604832,21984,0.0012583647341552517,1.0,1.0,,,,,,,,,
2749,1605416,21992,0.0013214112105938928,1.0,1.0,,,,,,,,,
2750,1606000,22000,0.0012945521210486822,1.0,1.0,,,,,,,,,
2751,1606584,22008,0.0012772266654138512,1.0,1.0,,,,,,,,,
2752,1607168,22016,0.001256235959159357,1.0,1.0,,,,,,,,,
2753,1607752,22024,0.001284891282462213,1.0,1.0,0.0013010333895898674,1.0,1.0,,,,,,
2754,1608336,22032,0.0013165073339347429,1.0,1.0,,,,,,,,,
2755,1608920,22040,0.0013017671198165613,1.0,1.0,,,,,,,,,
2756,1609504,22048,0.0013533803166420383,1.0,1.0,,,,,,,,,
2757,1610088,22056,0.0012776629170144437,1.0,1.0,,,,,,,,,
2758,1610672,22064,0.0013215546934074445,1.0,1.0,,,,,,,,,
2759,1611256,22072,0.0012536021638614179,1.0,1.0,,,,,,,,,
2760,1611840,22080,0.0013130738519503068,1.0,1.0,,,,,,,,,
2761,1612424,22088,0.001283020973445154,1.0,1.0,0.001340584380506049,1.0,1.0,,,,,,
2762,1613008,22096,0.0013265374889217254,1.0,1.0,,,,,,,,,
2763,1613592,22104,0.0012903350133099583,1.0,1.0,,,,,,,,,
2764,1614176,22112,0.0013266797072341216,1.0,1.0,,,,,,,,,
2765,1614760,22120,0.001260678729565432,1.0,1.0,,,,,,,,,
2766,1615344,22128,0.0012885776302024713,1.0,1.0,,,,,,,,,
2767,1615928,22136,0.001287292733950283,1.0,1.0,,,,,,,,,
2768,1616512,22144,0.0013232231379360308,1.0,1.0,,,,,,,,,
2769,1617096,22152,0.0012742815472519874,1.0,1.0,0.0013295450344759667,1.0,1.0,,,,,,
2770,1617680,22160,0.0012913901925891227,1.0,1.0,,,,,,,,,
2771,1618264,22168,0.0012735668326636284,1.0,1.0,,,,,,,,,
2772,1618848,22176,0.001304803369239702,1.0,1.0,,,,,,,,,
2773,1619432,22184,0.0012721385491743223,1.0,1.0,,,,,,,,,
2774,1620016,22192,0.001301066482430283,1.0,1.0,,,,,,,,,
2775,1620600,22200,0.001250894772486308,1.0,1.0,,,,,,,,,
2776,1621184,22208,0.0012406287654530984,1.0,1.0,,,,,,,,,
2777,1621768,22216,0.0013057946486052176,1.0,1.0,0.0012926474889469475,1.0,1.0,,,,,,
2778,1622352,22224,0.0014248047984149578,1.0,1.0,,,,,,,,,
2779,1622936,22232,0.00131224666985245,1.0,1.0,,,,,,,,,
2780,1623520,22240,0.001343996066478581,1.0,1.0,,,,,,,,,
2781,1624104,22248,0.0013911787384128392,1.0,1.0,,,,,,,,,
2782,1624688,22256,0.0013672325669668683,1.0,1.0,,,,,,,,,
2783,1625272,22264,0.0012953969045867752,1.0,1.0,,,,,,,,,
2784,1625856,22272,0.0013529598942062164,1.0,1.0,,,,,,,,,
2785,1626440,22280,0.0013236789252912542,1.0,1.0,0.0012829223334683566,1.0,1.0,,,,,,
2786,1627024,22288,0.001284603077917911,1.0,1.0,,,,,,,,,
2787,1627608,22296,0.00129740458274576,1.0,1.0,,,,,,,,,
2788,1628192,22304,0.0013168799965899772,1.0,1.0,,,,,,,,,
2789,1628776,22312,0.0012973811042412179,1.0,1.0,,,,,,,,,
2790,1629360,22320,0.0012707221453199717,1.0,1.0,,,,,,,,,
2791,1629944,22328,0.0012825443754745515,1.0,1.0,,,,,,,,,
2792,1630528,22336,0.0012665007791143779,1.0,1.0,,,,,,,,,
2793,1631112,22344,0.0012980928930406948,1.0,1.0,0.0012816259403873697,1.0,1.0,,,,,,
2794,1631696,22352,0.0012552218329233633,1.0,1.0,,,,,,,,,
2795,1632280,22360,0.001301762288105259,1.0,1.0,,,,,,,,,
2796,1632864,22368,0.0012972016951173278,1.0,1.0,,,,,,,,,
2797,1633448,22376,0.0013085298735974857,1.0,1.0,,,,,,,,,
2798,1634032,22384,0.0012811479740436472,1.0,1.0,,,,,,,,,
2799,1634616,22392,0.0012416302900623963,1.0,1.0,,,,,,,,,
2800,1635200,22400,0.001262024861811798,1.0,1.0,,,,,,,,,
2801,1635784,22408,0.0013110405713824956,1.0,1.0,0.0012783924590997007,1.0,1.0,,,,,,
2802,1636368,22416,0.0012716399652963092,1.0,1.0,,,,,,,,,
2803,1636952,22424,0.0012876659905285805,1.0,1.0,,,,,,,,,
2804,1637536,22432,0.0013404472083211564,1.0,1.0,,,,,,,,,
2805,1638120,22440,0.001282878568326133,1.0,1.0,,,,,,,,,
2806,1638704,22448,0.0013269677753088205,1.0,1.0,,,,,,,,,
2807,1639288,22456,0.0012973334244703574,1.0,1.0,,,,,,,,,
2808,1639872,22464,0.0013035263608781574,1.0,1.0,,,,,,,,,
2809,1640456,22472,0.0012717089976465165,1.0,1.0,0.001290981772578547,1.0,1.0,,,,,,
2810,1641040,22480,0.0012671418978315323,1.0,1.0,,,,,,,,,
2811,1641624,22488,0.0013088285554820878,1.0,1.0,,,,,,,,,
2812,1642208,22496,0.001260427934713767,1.0,1.0,,,,,,,,,
2813,1642792,22504,0.0012820606609962237,1.0,1.0,,,,,,,,,
2814,1643376,22512,0.0012656274370364258,1.0,1.0,,,,,,,,,
2815,1643960,22520,0.0013504399537039111,1.0,1.0,,,,,,,,,
2816,1644544,22528,0.0013363005422130697,1.0,1.0,,,,,,,,,
2817,1645128,22536,0.0013834893142300833,1.0,1.0,0.001271713058028957,1.0,1.0,,,,,,
2818,1645712,22544,0.0013246305797710509,1.0,1.0,,,,,,,,,
2819,1646296,22552,0.0012511686745510819,1.0,1.0,,,,,,,,,
2820,1646880,22560,0.0012789508305958272,1.0,1.0,,,,,,,,,
2821,1647464,22568,0.0013213791400236018,1.0,1.0,,,,,,,,,
2822,1648048,22576,0.0012510989833145023,1.0,1.0,,,,,,,,,
2823,1648632,22584,0.001271939068126276,1.0,1.0,,,,,,,,,
2824,1649216,22592,0.001301839552808461,1.0,1.0,,,,,,,,,
2825,1649800,22600,0.0012996067914445306,1.0,1.0,0.0012510474401834573,1.0,1.0,,,,,,
2826,1650384,22608,0.0012815076877907626,1.0,1.0,,,,,,,,,
2827,1650968,22616,0.0012977539746287753,1.0,1.0,,,,,,,,,
2828,1651552,22624,0.0013036014431416572,1.0,1.0,,,,,,,,,
2829,1652136,22632,0.0012798834086182533,1.0,1.0,,,,,,,,,
2830,1652720,22640,0.0012843098600822975,1.0,1.0,,,,,,,,,
2831,1653304,22648,0.0012849984699285465,1.0,1.0,,,,,,,,,
2832,1653888,22656,0.001273267937346889,1.0,1.0,,,,,,,,,
2833,1654472,22664,0.0013322696312774488,1.0,1.0,0.0013464246986954892,1.0,1.0,,,,,,
2834,1655056,22672,0.0012397551734356098,1.0,1.0,,,,,,,,,
2835,1655640,22680,0.001228374014105643,1.0,1.0,,,,,,,,,
2836,1656224,22688,0.0012757695138303092,1.0,1.0,,,,,,,,,
2837,1656808,22696,0.0012592058720642244,1.0,1.0,,,,,,,,,
2838,1657392,22704,0.0013431256670124725,1.0,1.0,,,,,,,,,
2839,1657976,22712,0.0013211182059935872,1.0,1.0,,,,,,,,,
2840,1658560,22720,0.0012976845923001429,1.0,1.0,,,,,,,,,
2841,1659144,22728,0.001247897132825475,1.0,1.0,0.0012880487017600814,1.0,1.0,,,,,,
2842,1659728,22736,0.0012941871223639597,1.0,1.0,,,,,,,,,
2843,1660312,22744,0.0012514140498894387,1.0,1.0,,,,,,,,,
2844,1660896,22752,0.0013281306695608747,1.0,1.0,,,,,,,,,
2845,1661480,22760,0.0012794030340430688,1.0,1.0,,,,,,,,,
2846,1662064,22768,0.0012733739938953926,1.0,1.0,,,,,,,,,
2847,1662648,22776,0.0013256680420803664,1.0,1.0,,,,,,,,,
2848,1663232,22784,0.0012749466345451357,1.0,1.0,,,,,,,,,
2849,1663816,22792,0.001294474402520842,1.0,1.0,0.0013294576559146933,1.0,1.0,,,,,,
2850,1664400,22800,0.0012944478161440026,1.0,1.0,,,,,,,,,
2851,1664984,22808,0.001300450348811909,1.0,1.0,,,,,,,,,
2852,1665568,22816,0.0013044190912539103,1.0,1.0,,,,,,,,,
2853,1666152,22824,0.0012829905284174904,1.0,1.0,,,,,,,,,
2854,1666736,22832,0.00130313216829458,1.0,1.0,,,,,,,,,
2855,1667320,22840,0.0013474857135041002,1.0,1.0,,,,,,,,,
2856,1667904,22848,0.0012544221660829573,1.0,1.0,,,,,,,,,
2857,1668488,22856,0.0012525059671013115,1.0,1.0,0.0012552680628977382,1.0,1.0,,,,,,
2858,1669072,22864,0.0012728300959721107,1.0,1.0,,,,,,,,,
2859,1669656,22872,0.0012764962582667947,1.0,1.0,,,,,,,,,
2860,1670240,22880,0.0012987667400857239,1.0,1.0,,,,,,,,,
2861,1670824,22888,0.0013226320851612856,1.0,1.0,,,,,,,,,
2862,1671408,22896,0.001315197607559486,1.0,1.0,,,,,,,,,
2863,1671992,22904,0.0012684636469647071,1.0,1.0,,,,,,,,,
2864,1672576,22912,0.0013504257393489412,1.0,1.0,,,,,,,,,
2865,1673160,22920,0.0012997310994587847,1.0,1.0,0.0013168276465141786,1.0,1.0,,,,,,
2866,1673744,22928,0.0012605127545062633,1.0,1.0,,,,,,,,,
2867,1674328,22936,0.0012844952656984225,1.0,1.0,,,,,,,,,
2868,1674912,22944,0.0012874941326813324,1.0,1.0,,,,,,,,,
2869,1675496,22952,0.0012742013859056848,1.0,1.0,,,,,,,,,
2870,1676080,22960,0.001247254909066707,1.0,1.0,,,,,,,,,
2871,1676664,22968,0.0012724604084308573,1.0,1.0,,,,,,,,,
2872,1677248,22976,0.0012403899042989386,1.0,1.0,,,,,,,,,
2873,1677832,22984,0.001316711613493557,1.0,1.0,0.0012605081346232386,1.0,1.0,,,,,,
2874,1678416,22992,0.0012232848756710854,1.0,1.0,,,,,,,,,
2875,1679000,23000,0.0012839499309596676,1.0,1.0,,,,,,,,,
2876,1679584,23008,0.0012486082959898297,1.0,1.0,,,,,,,,,
2877,1680168,23016,0.001380078601368846,1.0,1.0,,,,,,,,,
2878,1680752,23024,0.0013052082013997228,1.0,1.0,,,,,,,,,
2879,1681336,23032,0.001255565948395757,1.0,1.0,,,,,,,,,
2880,1681920,23040,0.0013228887917732064,1.0,1.0,,,,,,,,,
2881,1682504,23048,0.0012887093472492973,1.0,1.0,0.0012936331955932198,1.0,1.0,,,,,,
2882,1683088,23056,0.0012758008892726953,1.0,1.0,,,,,,,,,
2883,1683672,23064,0.0012918286557158198,1.0,1.0,,,,,,,,,
2884,1684256,23072,0.00129914361136571,1.0,1.0,,,,,,,,,
2885,1684840,23080,0.0013142165249597972,1.0,1.0,,,,,,,,,
2886,1685424,23088,0.0013440742913508332,1.0,1.0,,,,,,,,,
2887,1686008,23096,0.001291604440424621,1.0,1.0,,,,,,,,,
2888,1686592,23104,0.0012530804735083481,1.0,1.0,,,,,,,,,
2889,1687176,23112,0.001267578608715725,1.0,1.0,0.0012619887641566222,1.0,1.0,,,,,,
2890,1687760,23120,0.0012625589425109386,1.0,1.0,,,,,,,,,
2891,1688344,23128,0.0013100468642909644,1.0,1.0,,,,,,,,,
2892,1688928,23136,0.0012449410584620593,1.0,1.0,,,,,,,,,
2893,1689512,23144,0.001325895843288708,1.0,1.0,,,,,,,,,
2894,1690096,23152,0.001306290982453514,1.0,1.0,,,,,,,,,
2895,1690680,23160,0.0012777306212235014,1.0,1.0,,,,,,,,,
2896,1691264,23168,0.001343252118720466,1.0,1.0,,,,,,,,,
2897,1691848,23176,0.0012616640023168423,1.0,1.0,0.0012622085484751005,1.0,1.0,,,,,,
2898,1692432,23184,0.0012620012471835178,1.0,1.0,,,,,,,,,
2899,1693016,23192,0.0012559728788456694,1.0,1.0,,,,,,,,,
2900,1693600,23200,0.0012781102011651603,1.0,1.0,,,,,,,,,
2901,1694184,23208,0.0012619928220133645,1.0,1.0,,,,,,,,,
2902,1694768,23216,0.001293837435934013,1.0,1.0,,,,,,,,,
2903,1695352,23224,0.0012513712432477078,1.0,1.0,,,,,,,,,
2904,1695936,23232,0.001263384773010151,1.0,1.0,,,,,,,,,
2905,1696520,23240,0.0012785709417961074,1.0,1.0,0.0013308683531152755,1.0,1.0,,,,,,
2906,1697104,23248,0.0013012318269098435,1.0,1.0,,,,,,,,,
2907,1697688,23256,0.001282349745912443,1.0,1.0,,,,,,,,,
2908,1698272,23264,0.0013187666576415617,1.0,1.0,,,,,,,,,
2909,1698856,23272,0.0013142926496777006,1.0,1.0,,,,,,,,,
2910,1699440,23280,0.0012675189188559792,1.0,1.0,,,,,,,,,
2911,1700024,23288,0.0012622358332070114,1.0,1.0,,,,,,,,,
2912,1700608,23296,0.0012590165484182914,1.0,1.0,,,,,,,,,
2913,1701192,23304,0.0012865068394520224,1.0,1.0,0.0012216152566694263,1.0,1.0,,,,,,
2914,1701776,23312,0.0012669621941839484,1.0,1.0,,,,,,,,,
2915,1702360,23320,0.001353710846326777,1.0,1.0,,,,,,,,,
2916,1702944,23328,0.001241187671947222,1.0,1.0,,,,,,,,,
2917,1703528,23336,0.0013020461378607199,1.0,1.0,,,,,,,,,
2918,1704112,23344,0.0012743179358729777,1.0,1.0,,,,,,,,,
2919,1704696,23352,0.001296947011828488,1.0,1.0,,,,,,,,,
2920,1705280,23360,0.0012738645077188845,1.0,1.0,,,,,,,,,
2921,1705864,23368,0.0012752908080836778,1.0,1.0,0.0013182024137867296,1.0,1.0,,,,,,
2922,1706448,23376,0.001248648742757927,1.0,1.0,,,,,,,,,
2923,1707032,23384,0.0012580379857576607,1.0,1.0,,,,,,,,,
2924,1707616,23392,0.001248513864518576,1.0,1.0,,,,,,,,,
2925,1708200,23400,0.0012883979299764038,1.0,1.0,,,,,,,,,
2926,1708784,23408,0.0013073761501626203,1.0,1.0,,,,,,,,,
2927,1709368,23416,0.001295621006171694,1.0,1.0,,,,,,,,,
2928,1709952,23424,0.0012449542549404944,1.0,1.0,,,,,,,,,
2929,1710536,23432,0.0012740581687252445,1.0,1.0,0.001266625098487888,1.0,1.0,,,,,,
2930,1711120,23440,0.0013188129783837025,1.0,1.0,,,,,,,,,
2931,1711704,23448,0.0012358749582059218,1.0,1.0,,,,,,,,,
2932,1712288,23456,0.001268616178661194,1.0,1.0,,,,,,,,,
2933,1712872,23464,0.0013199950694268848,1.0,1.0,,,,,,,,,
2934,1713456,23472,0.0012806375219767045,1.0,1.0,,,,,,,,,
2935,1714040,23480,0.0013705321524489708,1.0,1.0,,,,,,,,,
2936,1714624,23488,0.0012701583566078994,1.0,1.0,,,,,,,,,
2937,1715208,23496,0.0012378471734803152,1.0,1.0,0.0013011740130322283,1.0,1.0,,,,,,
2938,1715792,23504,0.001278120070327596,1.0,1.0,,,,,,,,,
2939,1716376,23512,0.0013141831487962123,1.0,1.0,,,,,,,,,
2940,1716960,23520,0.0012466170717344528,1.0,1.0,,,,,,,,,
2941,1717544,23528,0.0012840754365175495,1.0,1.0,,,,,,,,,
2942,1718128,23536,0.0012957516530168317,1.0,1.0,,,,,,,,,
2943,1718712,23544,0.0012993080339830018,1.0,1.0,,,,,,,,,
2944,1719296,23552,0.0012870251414481687,1.0,1.0,,,,,,,,,
2945,1719880,23560,0.0013331685446885731,1.0,1.0,0.001303384480879528,1.0,1.0,,,,,,
2946,1720464,23568,0.0013161350304080567,1.0,1.0,,,,,,,,,
2947,1721048,23576,0.001346139682271143,1.0,1.0,,,,,,,,,
2948,1721632,23584,0.0012842737196951893,1.0,1.0,,,,,,,,,
2949,1722216,23592,0.0012642047355960254,1.0,1.0,,,,,,,,,
2950,1722800,23600,0.0012739151827392528,1.0,1.0,,,,,,,,,
2951,1723384,23608,0.0012621636756404422,1.0,1.0,,,,,,,,,
2952,1723968,23616,0.0012828571309638184,1.0,1.0,,,,,,,,,
2953,1724552,23624,0.0012383163114866418,1.0,1.0,0.0012778035973114055,1.0,1.0,,,,,,
2954,1725136,23632,0.0013036966025774756,1.0,1.0,,,,,,,,,
2955,1725720,23640,0.0012787180641166023,1.0,1.0,,,,,,,,,
2956,1726304,23648,0.0012828910121001182,1.0,1.0,,,,,,,,,
2957,1726888,23656,0.0012485671633875226,1.0,1.0,,,,,,,,,
2958,1727472,23664,0.0012754761527638953,1.0,1.0,,,,,,,,,
2959,1728056,23672,0.0012810119859133476,1.0,1.0,,,,,,,,,
2960,1728640,23680,0.0012738790738877409,1.0,1.0,,,,,,,,,
2961,1729224,23688,0.0012754901331544588,1.0,1.0,0.0013183658350373753,1.0,1.0,,,,,,
2962,1729808,23696,0.0012903255652628642,1.0,1.0,,,,,,,,,
2963,1730392,23704,0.0012905990592888298,1.0,1.0,,,,,,,,,
2964,1730976,23712,0.0013020786603252352,1.0,1.0,,,,,,,,,
2965,1731560,23720,0.0012921849701501816,1.0,1.0,,,,,,,,,
2966,1732144,23728,0.0012816307331496063,1.0,1.0,,,,,,,,,
2967,1732728,23736,0.0012753849900499236,1.0,1.0,,,,,,,,,
2968,1733312,23744,0.0012763975937045923,1.0,1.0,,,,,,,,,
2969,1733896,23752,0.0013026585713917778,1.0,1.0,0.0012840026040541652,1.0,1.0,,,,,,
2970,1734480,23760,0.0012453248763617656,1.0,1.0,,,,,,,,,
2971,1735064,23768,0.0013226042630352923,1.0,1.0,,,,,,,,,
2972,1735648,23776,0.001288783307424291,1.0,1.0,,,,,,,,,
2973,1736232,23784,0.001237218453714893,1.0,1.0,,,,,,,,,
2974,1736816,23792,0.0012844301536734687,1.0,1.0,,,,,,,,,
2975,1737400,23800,0.0012774408111288942,1.0,1.0,,,,,,,,,
2976,1737984,23808,0.0013129031352905505,1.0,1.0,,,,,,,,,
2977,1738568,23816,0.0012568656981549377,1.0,1.0,0.001272816208277791,1.0,1.0,,,,,,
2978,1739152,23824,0.0012830550550202355,1.0,1.0,,,,,,,,,
2979,1739736,23832,0.0012683841073454511,1.0,1.0,,,,,,,,,
2980,1740320,23840,0.0012902083959523672,1.0,1.0,,,,,,,,,
2981,1740904,23848,0.001270677743210082,1.0,1.0,,,,,,,,,
2982,1741488,23856,0.001235605641077367,1.0,1.0,,,,,,,,,
2983,1742072,23864,0.0012712035210642543,1.0,1.0,,,,,,,,,
2984,1742656,23872,0.0012730405530874428,1.0,1.0,,,,,,,,,
2985,1743240,23880,0.0012932905490359605,1.0,1.0,0.00131542772107442,1.0,1.0,,,,,,
2986,1743824,23888,0.0013100492214688112,1.0,1.0,,,,,,,,,
2987,1744408,23896,0.0012574542727642167,1.0,1.0,,,,,,,,,
2988,1744992,23904,0.0012885561950047983,1.0,1.0,,,,,,,,,
2989,1745576,23912,0.0012886294224611077,1.0,1.0,,,,,,,,,
2990,1746160,23920,0.001243369276745644,1.0,1.0,,,,,,,,,
2991,1746744,23928,0.0012509720069097225,1.0,1.0,,,,,,,,,
2992,1747328,23936,0.0013326024287577333,1.0,1.0,,,,,,,,,
2993,1747912,23944,0.0013132126155939424,1.0,1.0,0.0013009323025278995,1.0,1.0,,,,,,
2994,1748496,23952,0.0012925377562121735,1.0,1.0,,,,,,,,,
2995,1749080,23960,0.001268915468619826,1.0,1.0,,,,,,,,,
2996,1749664,23968,0.0012694379007156876,1.0,1.0,,,,,,,,,
2997,1750248,23976,0.001286490110773191,1.0,1.0,,,,,,,,,
2998,1750832,23984,0.0012943113575809289,1.0,1.0,,,,,,,,,
2999,1751416,23992,0.0012603169948658482,1.0,1.0,,,,,,,,,
3000,1752000,24000,0.0013700750123064312,1.0,1.0,,,,,,,,,
3001,1752584,24008,0.001246399525944922,1.0,1.0,0.0012384514565927896,1.0,1.0,,,,,,
3002,1753168,24016,0.001295459779497744,1.0,1.0,,,,,,,,,
3003,1753752,24024,0.0012643430566506681,1.0,1.0,,,,,,,,,
